kind,sigma,T,K,greek,bs,ad,se,z_score
put,0.4,0.25,100.0,vega,19.68548076923555,19.644539576147025,0.02336582179246043,-1.7521828871319882
put,0.4,0.25,100.0,rho,-12.713998336188293,-12.68630097791934,0.01234000203313261,2.2445181284887292
put,0.4,0.25,120.0,delta,-0.7731038780993649,-0.7727729926390611,0.00037382063738422496,0.8851449792048353
put,0.4,0.25,120.0,vega,15.066944469201331,15.117021829267097,0.029027164172900355,1.72518954202621
put,0.4,0.25,120.0,rho,-24.55267838669897,-24.549327474012962,0.011165203542575233,0.30012105674848627
put,0.4,1.0,80.0,delta,-0.18865626196730378,-0.18926584867238203,0.000285819611033875,-2.1327672474020463
put,0.4,1.0,80.0,vega,27.018228107240294,27.080906458280985,0.0402776809336136,1.5561559054007907
put,0.4,1.0,80.0,rho,-23.940387733620828,-24.003475494558938,0.03536183520545846,-1.784063541147094
put,0.4,1.0,100.0,delta,-0.372590535846716,-0.3726765305163319,0.0003687004925910277,-0.23323719751939542
put,0.4,1.0,100.0,vega,37.84198319338194,37.88867734631806,0.038573216231158565,1.210533045942922
put,0.4,1.0,100.0,rho,-50.404947484959685,-50.43884511120791,0.047474377493818616,-0.7140193939907872
put,0.4,1.0,120.0,delta,-0.5520347779531776,-0.5521038735181956,0.00039672591286283204,-0.17416448681003008
put,0.4,1.0,120.0,vega,39.554395415577225,39.59075715849793,0.03743754633408298,0.9712640512340511
put,0.4,1.0,120.0,rho,-80.15698265140908,-80.19080928849804,0.052182561388310456,-0.6482364259057194
put,0.4,2.0,80.0,delta,-0.19652889083367475,-0.19651023223078373,0.0002618066091825589,0.07126864730144719
put,0.4,2.0,80.0,vega,39.17639807719695,39.17962672094808,0.0495220435513444,0.06519609288298861
put,0.4,2.0,80.0,rho,-55.95809477349547,-55.95239522559291,0.07049670751830402,0.08084842687268659
put,0.4,2.0,100.0,delta,-0.32289471306013273,-0.3234048282385416,0.0003256310702788322,-1.5665433214713624
put,0.4,2.0,100.0,vega,50.7636345571413,50.7878646537361,0.047758485707215394,0.5073464167884686
put,0.4,2.0,100.0,rho,-98.126905882715,-98.20851980885254,0.09015344398963794,-0.9052779630574096
put,0.4,2.0,120.0,delta,-0.4453899647367715,-0.44561915549559655,0.0003652818622837966,-0.6274353656437082
put,0.4,2.0,120.0,vega,55.88953822138671,55.95820475207025,0.044301352616512774,1.5499872267545411
put,0.4,2.0,120.0,rho,-144.5876060147189,-144.73062707668123,0.10238603873791119,-1.396880509543401
