greek,K,T,exact,method,rmse,ci_lo,ci_hi,bias,std,ratio_to_best,ratio_ci_lo,ratio_ci_hi,best,tie_with_best,width_out,width_in,rmse_in_sample,width_at_grid_edge,grid_extended,width_base,rmse_base,lr_over_pwlr,lr_over_pwlr_lo,lr_over_pwlr_hi,parity_over_plain,parity_over_plain_lo,parity_over_plain_hi,parity_leg
digital delta,110.0,0.25,0.026794597166280326,LR (parity),0.00042501488589058906,0.00038225888460753085,0.0004677627049043517,2.4671729328265732e-06,0.00042607424540719015,1.1305676885611218,0.9812757551907944,1.2976990177273127,False,True,,,,,,,,,,,1.0,0.9999999999999996,1.0000000000000007,call
gamma,120.0,0.25,0.010256630490630575,"FD, CRN",0.00035309938205945016,0.00031546313831543434,0.00038799534672678685,0.00018562283908855364,0.0003011257524914436,1.0,1.0,1.0,True,False,3.981071705534973,3.981071705534973,0.00035309938205945016,False,False,,,1.7239735581811995,1.560489325024607,1.898125750935438,,,,
gamma,120.0,0.25,0.010256630490630575,LR,0.000650027630380972,0.0005882839370840351,0.0007109066084152028,-3.0303919200335403e-05,0.000650950285436878,1.840919761993605,1.6152586517792193,2.101129848572316,False,False,,,,,,,,1.7239735581811995,1.560489325024607,1.898125750935438,,,,
gamma,120.0,0.25,0.010256630490630575,LR (parity),0.000650027630380972,0.0005882839370840351,0.0007109066084152028,-3.0303919200335403e-05,0.000650950285436878,1.840919761993605,1.6152586517792193,2.101129848572316,False,False,,,,,,,,1.7239735581811995,1.560489325024607,1.898125750935438,1.0,1.0,1.0,call
gamma,120.0,0.25,0.010256630490630575,Pathwise-LR,0.0003770519723439113,0.0003383680862842697,0.00041482597563678427,9.591312189973344e-06,0.00037787583584490496,1.0678352653713463,0.9333269404076324,1.2135604591026639,False,True,,,,,,,,1.7239735581811995,1.560489325024607,1.898125750935438,,,,
gamma,120.0,0.25,0.010256630490630575,Pathwise-LR (parity),0.0003770519723439113,0.0003383680862842697,0.00041482597563678427,9.591312189973344e-06,0.00037787583584490496,1.0678352653713463,0.9333269404076324,1.2135604591026639,False,True,,,,,,,,1.7239735581811995,1.560489325024607,1.898125750935438,1.0,1.0,1.0,call
gamma,120.0,0.25,0.010256630490630575,Smoothed AD,0.00040061452777001875,0.00036051149868585204,0.0004384613385128946,0.00023723429939619074,0.00032362874543953514,1.1345659271150144,1.1080124746811575,1.1632641883642454,False,False,1.0,1.0,0.00040061452777001875,False,False,,,1.7239735581811995,1.560489325024607,1.898125750935438,,,,
digital delta,120.0,0.25,0.008547192075525479,"FD, CRN",0.0003161359573013208,0.00028547350779509244,0.00034573326696044375,0.00015780342365165679,0.00027462175537503315,1.0134070465274214,0.8868885417001011,1.1552013537791668,False,True,2.5118864315095824,2.5118864315095824,0.0003161359573013208,False,False,,,,,,,,,
digital delta,120.0,0.25,0.008547192075525479,Smoothed AD,0.00035676805838492334,0.00031733373847751616,0.0003936640975323152,0.00010207643672120772,0.00034271140055504626,1.1436575182068898,1.002999962050598,1.302279199653293,False,False,0.6309573444801934,1.0,0.00035519035140598446,False,False,,,,,,,,,
digital delta,120.0,0.25,0.008547192075525479,LR,0.00031195358112478513,0.0002807150697132833,0.0003418130843902935,9.440152683068831e-06,0.00031259317452191223,1.0000000000000002,0.9999999999999997,1.0000000000000004,False,True,,,,,,,,,,,,,,
digital delta,120.0,0.25,0.008547192075525479,LR (parity),0.0003119535811247851,0.00028071506971328317,0.0003418130843902935,9.440152683068909e-06,0.00031259317452191223,1.0,1.0,1.0,True,False,,,,,,,,,,,0.9999999999999998,0.9999999999999994,1.0000000000000002,call
gamma,80.0,1.0,0.006813597181997181,"FD, CRN",0.00022350225093000585,0.00020069635784909255,0.0002455170999116435,6.778755787553274e-05,0.00021350886008483165,1.500165438979592,1.3269674296346041,1.7074211044335548,False,False,3.981071705534973,6.309573444801936,0.00021546647446006123,False,False,,,3.7013601107014584,3.3087124637264886,4.1674901483739575,,,,
gamma,80.0,1.0,0.006813597181997181,LR,0.001182950341497772,0.001054354756510254,0.0013151140389818551,3.782243980737102e-05,0.0011853125336843695,7.940059712865358,6.911343484967431,9.070082355033671,False,False,,,,,,,,3.7013601107014584,3.3087124637264886,4.1674901483739575,,,,
gamma,80.0,1.0,0.006813597181997181,LR (parity),0.00027951343396636957,0.00025675532226130304,0.00030164771654160615,2.480743969617196e-05,0.0002791090467960683,1.8761170933270341,1.6955643819296982,2.0932838190516354,False,False,,,,,,,,3.7013601107014584,3.3087124637264886,4.1674901483739575,0.23628501058841447,0.20691150682611353,0.271875301636656,put
gamma,80.0,1.0,0.006813597181997181,Pathwise-LR,0.0003195988247881092,0.0002879891142199997,0.0003501871339297291,-1.073444284643456e-05,0.0003202200570975449,2.1451735241618,1.8882603567173815,2.445863784903174,False,False,,,,,,,,3.7013601107014584,3.3087124637264886,4.1674901483739575,,,,
gamma,80.0,1.0,0.006813597181997181,Pathwise-LR (parity),0.0001489850686615147,0.0001355619801075581,0.00016137925277206962,1.1464006394778748e-05,0.00014891610818795243,1.0,1.0,1.0,True,False,,,,,,,,3.7013601107014584,3.3087124637264886,4.1674901483739575,0.46616275501103704,0.40885352082432086,0.5295879864121612,put
gamma,80.0,1.0,0.006813597181997181,Smoothed AD,0.00018275064743598934,0.00016641569017842865,0.00019956238061328348,0.0001106067528707249,0.00014584339834862957,1.2266373340484746,1.0910664698345174,1.385944384486907,False,False,1.584893192461114,1.584893192461114,0.00018275064743598934,False,False,,,3.7013601107014584,3.3087124637264886,4.1674901483739575,,,,
digital delta,80.0,1.0,0.008516996477496474,"FD, CRN",0.0002482760168854562,0.00022345170766427505,0.00027285942349167795,0.00011078692511435665,0.00022274495360387683,1.328377178159476,1.1646979946459413,1.5193257218017728,False,False,3.981071705534973,3.981071705534973,0.0002482760168854562,False,False,,,,,,,,,
digital delta,80.0,1.0,0.008516996477496474,Smoothed AD,0.00018850949960715782,0.00017099496918936981,0.0002051380689596828,0.0001259731471601937,0.0001405895613496952,1.0086021206790194,0.8969705386847342,1.1379994114041203,False,True,2.5118864315095824,2.5118864315095824,0.00018850949960715782,False,False,,,,,,,,,
digital delta,80.0,1.0,0.008516996477496474,LR,0.0002621884138557708,0.00023599483304080862,0.0002871306169991948,-1.4381648946459785e-05,0.00026245063193829386,1.4028141328871138,1.2259696543502776,1.6078140489784094,False,False,,,,,,,,,,,,,,
digital delta,80.0,1.0,0.008516996477496474,LR (parity),0.00018690174821390214,0.00017052835854491094,0.0002031288592237651,1.511840001324546e-05,0.00018675676133940179,1.0,1.0,1.0,True,False,,,,,,,,,,,0.7128528124691137,0.6219624723633732,0.8156808746930733,put
gamma,90.0,1.0,0.013581289746314732,"FD, CRN",0.0001828104728172494,0.00016478237494877568,0.0001995327844345431,8.6500429627543e-05,0.0001614548948196458,1.0771037161896195,0.9469467367037506,1.2210538795806458,False,True,10.0,10.0,0.0001828104728172494,False,False,,,4.016025322907125,3.6401000728651627,4.460824307152265,,,,
gamma,90.0,1.0,0.013581289746314732,LR,0.001160609023725403,0.0010566597064704942,0.0012664093223342392,-6.516790812502106e-05,0.0011616858524585959,6.838209393766651,5.996987249946022,7.818663691842641,False,False,,,,,,,,4.016025322907125,3.6401000728651627,4.460824307152265,,,,
gamma,90.0,1.0,0.013581289746314732,LR (parity),0.00043286353611781645,0.00038683122450606535,0.00047768684848157776,2.1852626905905294e-06,0.00043394424013359006,2.550395041216079,2.2430056190612575,2.880283862736166,False,False,,,,,,,,4.016025322907125,3.6401000728651627,4.460824307152265,0.37296240789889873,0.3225126853573428,0.42614391798357654,put
gamma,90.0,1.0,0.013581289746314732,Pathwise-LR,0.0002889944485920871,0.0002573827829224314,0.0003187165802122385,-1.8747187675692538e-05,0.000289109417952861,1.7027306463338234,1.4678862527326684,1.9571134431079118,False,False,,,,,,,,4.016025322907125,3.6401000728651627,4.460824307152265,,,,
gamma,90.0,1.0,0.013581289746314732,Pathwise-LR (parity),0.00016972411297954003,0.00015539997552896565,0.00018421014296046242,-4.964376413131482e-06,0.00017007722010165837,1.0,1.0,1.0,True,False,,,,,,,,4.016025322907125,3.6401000728651627,4.460824307152265,0.587291949054371,0.5109565973004441,0.6812516995800124,put
gamma,90.0,1.0,0.013581289746314732,Smoothed AD,0.00022045537294060937,0.00020172127769417614,0.00024103847864351366,-7.514420638948913e-05,0.00020777335860791462,1.2989042574474077,1.153161190424622,1.46010287185275,False,False,1.584893192461114,1.584893192461114,0.00022045537294060937,False,False,,,4.016025322907125,3.6401000728651627,4.460824307152265,,,,
digital delta,90.0,1.0,0.015090321940349708,"FD, CRN",0.00016781300030243215,0.00015428242655179673,0.00018206800663324635,-6.824528054269278e-05,0.00015369415807141027,1.0,1.0,1.0,True,False,10.0,10.0,0.00016781300030243215,False,False,,,,,,,,,
digital delta,90.0,1.0,0.015090321940349708,Smoothed AD,0.00026607676650503167,0.00024319812988189354,0.00028896530975690114,-0.00013386294236039287,0.00023052825143556911,1.585555147846167,1.4425078427452227,1.7436480483624293,False,False,1.584893192461114,1.584893192461114,0.00026607676650503167,False,False,,,,,,,,,
digital delta,90.0,1.0,0.015090321940349708,LR,0.00021482853623710252,0.0001909179606262186,0.00023888593371120705,-1.1359881023803534e-05,0.00021506631695442877,1.2801662317576057,1.1433484645937215,1.4385152210047154,False,False,,,,,,,,,,,,,,
digital delta,90.0,1.0,0.015090321940349708,LR (parity),0.0001983878911773734,0.00018156237621024343,0.00021410823944827787,-4.076086773974214e-06,0.0001988437453321198,1.1821961994591554,1.0528419848328385,1.3254191392171137,False,False,,,,,,,,,,,0.9234708509972629,0.8095044611106418,1.0609300121149063,put
gamma,100.0,1.0,0.01876201734584689,"FD, CRN",0.00031272251627392176,0.0002839104540532862,0.0003412792708273777,-0.00010152919357358072,0.00029652458444942836,1.9740353683627891,1.7254201136443879,2.257160898890753,False,False,6.309573444801936,6.309573444801936,0.00031272251627392176,False,False,,,3.4196169513189068,3.152108903719547,3.715722651477398,,,,
gamma,100.0,1.0,0.01876201734584689,LR,0.0009553463500292827,0.0008672898891580238,0.0010422488445719009,0.00015751682369089537,0.0009446357936697161,6.030545886060227,5.323948685044212,6.816340725249427,False,False,,,,,,,,3.4196169513189068,3.152108903719547,3.715722651477398,,,,
gamma,100.0,1.0,0.01876201734584689,LR (parity),0.00057447655792149,0.0005197770376016713,0.0006289640311196796,-8.406429990746639e-05,0.0005697187078839481,3.6263363992601136,3.2330606437886984,4.063165527996297,False,False,,,,,,,,3.4196169513189068,3.152108903719547,3.715722651477398,0.6013280501923532,0.5290949135014147,0.6813057390449322,put
gamma,100.0,1.0,0.01876201734584689,Pathwise-LR,0.0002793723284301818,0.00025137766491098744,0.0003049349999805433,3.996722336474127e-05,0.0002771925277423532,1.7635150287035264,1.555352192075204,1.9995620949281236,False,False,,,,,,,,3.4196169513189068,3.152108903719547,3.715722651477398,,,,
gamma,100.0,1.0,0.01876201734584689,Pathwise-LR (parity),0.00015841788920594935,0.0001421831021302573,0.00017334348957736255,-1.240803938846723e-05,0.00015832752827620643,1.0,1.0,1.0,True,False,,,,,,,,3.4196169513189068,3.152108903719547,3.715722651477398,0.5670493212270294,0.500109517801614,0.6429412084292295,put
gamma,100.0,1.0,0.01876201734584689,Smoothed AD,0.000348723435765035,0.00032049452355420666,0.00037597460771708743,-0.00019151060278961045,0.00029216179807119115,2.201288235267932,1.9321978224078369,2.501517357300157,False,False,1.584893192461114,1.584893192461114,0.000348723435765035,False,False,,,3.4196169513189068,3.152108903719547,3.715722651477398,,,,
digital delta,100.0,1.0,0.01876201734584689,"FD, CRN",0.00034460564432087714,0.0003130866387302884,0.00037626495549886467,-0.00011711550685844124,0.0003249074211412546,1.8326094614046924,1.6085466841820475,2.111527208990684,False,False,3.981071705534973,3.981071705534973,0.00034460564432087714,False,False,,,,,,,,,
digital delta,100.0,1.0,0.01876201734584689,Smoothed AD,0.00035469335101875876,0.0003245782215753582,0.0003838429911686271,-0.0002031659934874317,0.0002914716641496943,1.8862557874097285,1.6640235753462118,2.1499363123981623,False,False,1.584893192461114,1.584893192461114,0.00035469335101875876,False,False,,,,,,,,,
digital delta,100.0,1.0,0.01876201734584689,LR,0.0002017963367938547,0.00018175458044701392,0.00022130238397621597,2.6239152887806287e-05,0.00020058524522546507,1.0731509543728668,0.944459349293192,1.214462106499212,False,True,,,,,,,,,,,,,,
digital delta,100.0,1.0,0.01876201734584689,LR (parity),0.00018804096103309292,0.00016954127896416662,0.00020546983598106704,-1.672396273384542e-05,0.0001877657904332181,1.0,1.0,1.0,True,False,,,,,,,,,,,0.93183535449995,0.8234098026999888,1.0588068202808585,put
gamma,110.0,1.0,0.019788024019409666,"FD, CRN",0.0003451498537275202,0.00031201134588524715,0.0003793638417700277,-0.00020794226318881156,0.0002761698492526379,1.319858163093028,1.1420364193776715,1.51176062290057,False,False,6.309573444801936,6.309573444801936,0.0003451498537275202,False,False,,,3.1466558126957787,2.830944057132379,3.520511160212588,,,,
gamma,110.0,1.0,0.019788024019409666,LR,0.0008228670503030783,0.0007266895384746669,0.0009169711752364852,-0.00010119529697800391,0.000818670140127085,3.1466558126957787,2.830944057132379,3.520511160212588,False,False,,,,,,,,3.1466558126957787,2.830944057132379,3.520511160212588,,,,
gamma,110.0,1.0,0.019788024019409666,LR (parity),0.0008228670503030783,0.0007266895384746669,0.0009169711752364852,-0.00010119529697800391,0.000818670140127085,3.1466558126957787,2.830944057132379,3.520511160212588,False,False,,,,,,,,3.1466558126957787,2.830944057132379,3.520511160212588,1.0,1.0,1.0,call
gamma,110.0,1.0,0.019788024019409666,Pathwise-LR,0.0002615052612310077,0.0002347803999064391,0.0002864991909960017,-2.6186511658807635e-05,0.0002608437570396761,1.0,1.0,1.0,True,False,,,,,,,,3.1466558126957787,2.830944057132379,3.520511160212588,,,,
gamma,110.0,1.0,0.019788024019409666,Pathwise-LR (parity),0.0002615052612310077,0.0002347803999064391,0.0002864991909960017,-2.6186511658807635e-05,0.0002608437570396761,1.0,1.0,1.0,False,True,,,,,,,,3.1466558126957787,2.830944057132379,3.520511160212588,1.0,1.0,1.0,call
gamma,110.0,1.0,0.019788024019409666,Smoothed AD,0.0003529021876421285,0.00031895590319937044,0.00038778388957709444,-0.000207451299828069,0.00028620531029393376,1.3495032030364502,1.1718981887520468,1.5514736869567756,False,False,1.584893192461114,1.584893192461114,0.0003529021876421285,False,False,,,3.1466558126957787,2.830944057132379,3.520511160212588,,,,
digital delta,110.0,1.0,0.01798911274491788,"FD, CRN",0.000337011153653796,0.000303961606804907,0.0003713630060041319,-0.00016777055554323964,0.00029301681290156404,1.6974039175109854,1.4785466615488492,1.9445533032768458,False,False,3.981071705534973,3.981071705534973,0.000337011153653796,False,False,,,,,,,,,
digital delta,110.0,1.0,0.01798911274491788,Smoothed AD,0.00030979615386310866,0.00027882436559443927,0.00034009797906626397,-0.00016916209383874989,0.000260185173634782,1.560331756073776,1.349366804847,1.795654298961844,False,False,1.584893192461114,1.584893192461114,0.00030979615386310866,False,False,,,,,,,,,
digital delta,110.0,1.0,0.01798911274491788,LR,0.00019854505470211093,0.00017985943633923966,0.00021871051119919907,-1.9608125949054818e-05,0.00019807023814704812,1.0,1.0,1.0,True,False,,,,,,,,,,,,,,
digital delta,110.0,1.0,0.01798911274491788,LR (parity),0.00019854505470211095,0.0001798594363392396,0.00021871051119919926,-1.9608125949054906e-05,0.00019807023814704815,1.0000000000000002,0.9999999999999993,1.000000000000001,False,True,,,,,,,,,,,1.0000000000000002,0.9999999999999993,1.000000000000001,call
gamma,120.0,1.0,0.017036921138505082,"FD, CRN",0.00032683494832988513,0.0002933427056475211,0.0003602186136705531,-0.00016610993295162067,0.0002821820461340672,1.104498060593871,0.9577819004859693,1.256545620598382,False,True,6.309573444801936,6.309573444801936,0.00032683494832988513,False,False,,,2.6564932421020035,2.396932628938249,2.9443715124511742,,,,
gamma,120.0,1.0,0.017036921138505082,LR,0.0007860899556983027,0.0007089654302975102,0.0008653279523687706,8.419979846493721e-06,0.0007880173724516307,2.6564932421020035,2.396932628938249,2.9443715124511742,False,False,,,,,,,,2.6564932421020035,2.396932628938249,2.9443715124511742,,,,
gamma,120.0,1.0,0.017036921138505082,LR (parity),0.0007860899556983027,0.0007089654302975102,0.0008653279523687706,8.419979846493721e-06,0.0007880173724516307,2.6564932421020035,2.396932628938249,2.9443715124511742,False,False,,,,,,,,2.6564932421020035,2.396932628938249,2.9443715124511742,1.0,1.0,1.0,call
gamma,120.0,1.0,0.017036921138505082,Pathwise-LR,0.0002959126502713379,0.0002671157751284334,0.00032413255976563703,-2.578692240469256e-05,0.0002955266676289993,1.0,1.0,1.0,True,False,,,,,,,,2.6564932421020035,2.396932628938249,2.9443715124511742,,,,
gamma,120.0,1.0,0.017036921138505082,Pathwise-LR (parity),0.0002959126502713379,0.0002671157751284334,0.00032413255976563703,-2.578692240469256e-05,0.0002955266676289993,1.0,1.0,1.0,False,True,,,,,,,,2.6564932421020035,2.396932628938249,2.9443715124511742,1.0,1.0,1.0,call
gamma,120.0,1.0,0.017036921138505082,Smoothed AD,0.00031351199688227404,0.0002847587060040131,0.00034219402712212094,-0.00020734270043818188,0.0002357470255685861,1.0594748031042214,0.9260985367770274,1.1991234502603456,False,True,2.5118864315095824,2.5118864315095824,0.00031351199688227404,False,False,,,2.6564932421020035,2.396932628938249,2.9443715124511742,,,,
digital delta,120.0,1.0,0.014197434282087574,"FD, CRN",0.0002809677530043471,0.00025931398364854955,0.00030323563649823325,-0.00020844135386721357,0.00018887415774433786,1.2759068530459963,1.1944935760688318,1.3688378586545757,False,False,6.309573444801936,6.309573444801936,0.0002809677530043471,False,False,,,,,,,,,
digital delta,120.0,1.0,0.014197434282087574,Smoothed AD,0.00022021023896343807,0.00019697223328113495,0.00024316621743033053,-9.957847682110365e-05,0.00019690233351344168,1.0,1.0,1.0,True,False,2.5118864315095824,2.5118864315095824,0.00022021023896343807,False,False,,,,,,,,,
digital delta,120.0,1.0,0.014197434282087574,LR,0.0002210022675407834,0.0001989146516473163,0.00024268857071032223,-2.373509102924518e-05,0.00022027540485018067,1.0035966927835578,0.8746366038785515,1.1572045496040961,False,True,,,,,,,,,,,,,,
digital delta,120.0,1.0,0.014197434282087574,LR (parity),0.0002210022675407833,0.00019891465164731636,0.0002426885707103222,-2.37350910292452e-05,0.00022027540485018062,1.0035966927835573,0.8746366038785511,1.1572045496040961,False,True,,,,,,,,,,,0.9999999999999996,0.9999999999999992,1.0000000000000002,call
gamma,80.0,2.0,0.00618608947989236,"FD, CRN",0.00017114235024390107,0.0001543797680902101,0.00018780589036319605,3.61782163514067e-05,0.00016769450780624513,1.4564050886413322,1.2715791387520252,1.664343537885481,False,False,6.309573444801936,6.309573444801936,0.00017114235024390107,False,False,,,3.6150567743420354,3.195446261190856,4.07053173739403,,,,
gamma,80.0,2.0,0.00618608947989236,LR,0.0008733823662470533,0.0007699927372646239,0.0009891653662153746,5.5834506881502965e-06,0.0008755561521843441,7.432400692867929,6.412861125641822,8.624871408005287,False,False,,,,,,,,3.6150567743420354,3.195446261190856,4.07053173739403,,,,
gamma,80.0,2.0,0.00618608947989236,LR (parity),0.00022151785102950082,0.00019852653961197495,0.00024558722854272757,-5.4011473588934985e-06,0.00022200770943183818,1.8850957989327637,1.7115000777158957,2.065406532167185,False,False,,,,,,,,3.6150567743420354,3.195446261190856,4.07053173739403,0.2536321542434716,0.21719093187472097,0.29513126704139264,put
gamma,80.0,2.0,0.00618608947989236,Pathwise-LR,0.0002415957537502339,0.00021791321947131902,0.0002658109644954941,3.787793186365261e-07,0.000242201719898892,2.0559568374194277,1.8052019265499022,2.348997421340223,False,False,,,,,,,,3.6150567743420354,3.195446261190856,4.07053173739403,,,,
gamma,80.0,2.0,0.00618608947989236,Pathwise-LR (parity),0.0001175101292756113,0.00010644203315298915,0.0001281108525700285,-6.213266001469145e-06,0.00011764022236273458,1.0,1.0,1.0,True,False,,,,,,,,3.6150567743420354,3.195446261190856,4.07053173739403,0.48639153400475493,0.42571353712823634,0.5539546815216669,put
gamma,80.0,2.0,0.00618608947989236,Smoothed AD,0.00011825543207601762,0.0001065957158871214,0.00012998593149860104,3.0005830434856414e-05,0.00011467234228805745,1.0063424557950937,0.879173186902207,1.1489157820632343,False,True,2.5118864315095824,3.981071705534973,0.00011652508307781511,False,False,,,3.6150567743420354,3.195446261190856,4.07053173739403,,,,
digital delta,80.0,2.0,0.00773261184986545,"FD, CRN",0.00018974325042349268,0.0001719363016404475,0.0002073589758601916,5.3513488074771775e-05,0.00018249749134461796,1.2613836778026757,1.1597358688771289,1.369807717370207,False,False,6.309573444801936,6.309573444801936,0.00018974325042349268,False,False,,,,,,,,,
digital delta,80.0,2.0,0.00773261184986545,Smoothed AD,0.00015042469136276166,0.00013698173410897545,0.00016336796236456012,-4.712104214148137e-05,0.00014321223368998618,1.0,1.0,1.0,True,False,2.5118864315095824,3.981071705534973,0.00014549068999495968,False,False,,,,,,,,,
digital delta,80.0,2.0,0.00773261184986545,LR,0.0001710400341063002,0.00015395702808752192,0.00018794036022348138,-4.2217829434578086e-07,0.00017146872206265818,1.1370475987470896,1.0122028575976612,1.2787098836421784,False,False,,,,,,,,,,,,,,
digital delta,80.0,2.0,0.00773261184986545,LR (parity),0.0001505089529491027,0.0001342858020579164,0.0001654056045106043,-7.621179777185508e-06,0.00015069308066210677,1.000560157947327,0.8714968715698431,1.1402406674723795,False,True,,,,,,,,,,,0.8799633006127818,0.7592732069976009,1.0099363031441653,put
gamma,90.0,2.0,0.009681818453569163,"FD, CRN",0.00016621533098456776,0.00015061438195258247,0.00018211330149102713,6.724413388999884e-05,0.00015238724379702389,1.4257824002974515,1.2480913634927449,1.621195620934821,False,False,10.0,10.0,0.00016621533098456776,False,False,,,3.6062806410001897,3.3193347463813745,3.907136949055627,,,,
gamma,90.0,2.0,0.009681818453569163,LR,0.0009047194854062994,0.000819710619973366,0.0009979336320330456,4.126838773245586e-05,0.0009060457282922235,7.760614570615224,6.76639132368224,8.913407742548227,False,False,,,,,,,,3.6062806410001897,3.3193347463813745,3.907136949055627,,,,
gamma,90.0,2.0,0.009681818453569163,LR (parity),0.0003023510897465757,0.00027320181324948386,0.0003312882576012162,-4.015352207689671e-08,0.00030310981120193204,2.593544529965452,2.3031110389023324,2.914058510098338,False,False,,,,,,,,3.6062806410001897,3.3193347463813745,3.907136949055627,0.3341931887437941,0.29027476948562814,0.384251230201615,put
gamma,90.0,2.0,0.009681818453569163,Pathwise-LR,0.00025087328898379315,0.00022851164691635713,0.00027508362945413294,-3.6975758226396803e-06,0.0002514755151744257,2.15197189103476,1.8979001375915237,2.451591552408269,False,False,,,,,,,,3.6062806410001897,3.3193347463813745,3.907136949055627,,,,
gamma,90.0,2.0,0.009681818453569163,Pathwise-LR (parity),0.00011657832986989555,0.00010500881564180035,0.00012812744520920787,2.3114135966354443e-06,0.00011684789908269497,1.0,1.0,1.0,True,False,,,,,,,,3.6062806410001897,3.3193347463813745,3.907136949055627,0.46469008455271105,0.40789828957613433,0.526898125846585,put
gamma,90.0,2.0,0.009681818453569163,Smoothed AD,0.00015663434577134085,0.00014250667008121817,0.00017057050502055274,-6.92356663571613e-05,0.00014085432361736122,1.3435974417042074,1.168556862693246,1.5366518832136327,False,False,2.5118864315095824,2.5118864315095824,0.00015663434577134085,False,False,,,3.6062806410001897,3.3193347463813745,3.907136949055627,,,,
digital delta,90.0,2.0,0.010757576059521294,"FD, CRN",0.00010278064087501613,9.254580818052556e-05,0.00011314186201567648,-3.9075968934528594e-05,9.530131422478732e-05,1.0,1.0,1.0,True,False,15.848931924611133,15.848931924611133,0.00010278064087501613,False,True,15.848931924611133,0.00010278064087501613,,,,,,,
digital delta,90.0,2.0,0.010757576059521294,Smoothed AD,0.00020413699030526333,0.00018703061887987972,0.00022118948405657016,-0.00013227839188253198,0.00015587115492144527,1.9861424152190206,1.8097071012212194,2.1924949054408294,False,False,2.5118864315095824,1.584893192461114,0.00020375893128705272,False,False,,,,,,,,,
digital delta,90.0,2.0,0.010757576059521294,LR,0.00015575344146873623,0.0001407663154390196,0.00017164963554840154,-4.874987203794673e-06,0.00015606778912746072,1.5153966753149202,1.341081191000986,1.7140898642126783,False,False,,,,,,,,,,,,,,
digital delta,90.0,2.0,0.010757576059521294,LR (parity),0.00014398430464706088,0.0001299033876130461,0.0001574206402497503,2.7197449269833562e-06,0.0001443198672833829,1.4008893447371034,1.2081796734779051,1.614849480233931,False,False,,,,,,,,,,,0.9244373882805169,0.8101923293183899,1.0479679928029986,put
gamma,100.0,2.0,0.012478546401807622,"FD, CRN",0.00015416949550062006,0.00013911429213786343,0.0001688075864140881,-6.917445065660597e-05,0.0001381250206367478,1.3801026114167356,1.2097687658285965,1.5828471103514161,False,False,15.848931924611133,15.848931924611133,0.00015416949550062006,False,True,15.848931924611133,0.00015416949550062006,3.7215981053898233,3.3905603826802984,4.060690298810802,,,,
gamma,100.0,2.0,0.012478546401807622,LR,0.0007917728394512477,0.0007050497758131799,0.0008787173468868119,-5.6349372623348496e-05,0.0007917469886065142,7.087833814511742,6.060294290666839,8.204822619539119,False,False,,,,,,,,3.7215981053898233,3.3905603826802984,4.060690298810802,,,,
gamma,100.0,2.0,0.012478546401807622,LR (parity),0.00034795742451824085,0.00030884432846376645,0.00038442948612728344,1.1765373603797582e-05,0.00034863112824190913,3.1148636030759698,2.7152672492313195,3.5485386894647513,False,False,,,,,,,,3.7215981053898233,3.3905603826802984,4.060690298810802,0.43946622968198673,0.377843942195907,0.5065741513173021,put
gamma,100.0,2.0,0.012478546401807622,Pathwise-LR,0.00021275076379272622,0.0001912818975726327,0.00023574978850403534,-1.2982861621847812e-05,0.00021288714730092554,1.9045134949544258,1.6724487933077457,2.1666742195236464,False,False,,,,,,,,3.7215981053898233,3.3905603826802984,4.060690298810802,,,,
gamma,100.0,2.0,0.012478546401807622,Pathwise-LR (parity),0.0001117087195004713,0.00010060417597244651,0.00012352815509145826,8.34813760901592e-06,0.00011167588876545232,1.0,1.0,1.0,True,False,,,,,,,,3.7215981053898233,3.3905603826802984,4.060690298810802,0.5250684768836094,0.4615368546460102,0.5979256310663315,put
gamma,100.0,2.0,0.012478546401807622,Smoothed AD,0.00022708315120446333,0.00020581425618363173,0.00024806559621439004,-0.000138478075765623,0.00018042546058507432,2.0328149156118944,1.781719421106628,2.3300210108960377,False,False,2.5118864315095824,2.5118864315095824,0.00022708315120446333,False,False,,,3.7215981053898233,3.3905603826802984,4.060690298810802,,,,
digital delta,100.0,2.0,0.01247854640180762,"FD, CRN",0.00020829404050572622,0.00018770944421464314,0.00022827852404813738,-5.14815806122124e-05,0.00020233822663465664,1.6094889776963859,1.4014619405821065,1.8343570612244908,False,False,6.309573444801936,6.309573444801936,0.00020829404050572622,False,False,,,,,,,,,
digital delta,100.0,2.0,0.01247854640180762,Smoothed AD,0.00023900114155158339,0.00021807135328119796,0.0002606652998357924,-0.0001578183404198673,0.00017993554705937528,1.8467628840948629,1.6222715496773228,2.0994568111363563,False,False,2.5118864315095824,1.584893192461114,0.00023750965604401765,False,False,,,,,,,,,
digital delta,100.0,2.0,0.01247854640180762,LR,0.00012941625782604075,0.00011508212600821078,0.00014318506471059327,-8.445462890793124e-06,0.0001294644630088401,1.0,1.0,1.0,True,False,,,,,,,,,,,,,,
digital delta,100.0,2.0,0.01247854640180762,LR (parity),0.00013032688159829504,0.00011714172688288451,0.00014342726601548566,8.601596042068669e-06,0.00013036904946326356,1.007036393939611,0.8804361017015493,1.150522723042718,False,True,,,,,,,,,,,1.007036393939611,0.8804361017015493,1.150522723042718,put
